id	Fu	Ag	Ex	Re	Vi
0	5.291909525683105	9.494696777930974	4.827945623274347	2.8343870072603967	15.8671727946621
1	4.734876423376272	5.475629287062133	7.722926991814092	8.849562998599943	7.963106304919349
2	12.197396336459693	6.29724439283525	1.247010794260898	0.5740347112449385	14.07575118012102
3	6.393753216009341	11.58418875114494	3.5362949590225443	7.964661509189874	9.281996246963873
4	5.186432507744121	3.3943946365970894	6.366128354057878	11.672076729396977	10.077395198329922
5	7.285305055997498	10.730981920249373	1.593413884268504	5.3400678189481185	14.044957795802652
6	11.464737664403195	4.486181684193683	7.188780916469542	1.655853414677658	14.605677430807756
7	2.8779953604385655	5.180119850212743	6.518851700068741	5.424921447098135	14.856700661649475
8	10.192348373134056	1.1998625751644945	4.533454062109857	4.156815157621925	18.87688421484213
9	3.2420013676730175	8.753725624308016	13.373753672874097	8.122123109358519	5.837238832156182
10	3.574548888738557	0.9067322797646303	11.442070106764291	12.254051928158919	3.562325740210874
11	0.34332163011654887	4.6814693713263145	12.730552726597193	12.644041316138816	0.7772933757238472
12	5.052194007177835	11.460001067875787	2.5687541729574916	5.46560115447573	11.426436242618438
13	9.115247131231	3.666549571114832	3.315501623271245	6.960292844688564	9.270326466800476
14	10.108150912066803	6.521827982115788	4.725584211183472	12.120422602028624	3.3310958897657548
15	8.995455552004387	2.356514803388332	7.582433862089658	0.623254223238865	10.655779957510031
16	4.190522499819489	2.048731801331175	9.975842617915664	9.091996726047194	7.825239835999013
17	3.2334977302556496	4.522005670437305	12.555964322825918	10.824377390974547	4.006146123970639
18	8.731271343973178	10.872346515008127	0.00807456945380479	2.5452436724554266	11.044956951809656
19	7.446945472825064	13.489790642567963	2.589751372529368	3.8718476421536137	7.646120667638547
20	6.39698100981108	2.3596294625381504	10.863009348661919	5.349297960689592	5.248783963324678
21	11.675551299225855	5.806864772992621	5.716324760977488	0.7227089969439544	12.892828788919353
22	3.4674669519668595	10.867787529821559	5.651904061998057	8.50690466149728	9.323277149560164
23	10.691409646333959	11.669811909704412	7.337771725640717	0.22790134604102638	7.366791217721221
24	10.331927381217762	10.814206991143974	1.7790324045028716	6.524958277762253	2.0007150679485144
25	7.963661598188105	9.859385073470913	6.076148769720786	1.1624257584267867	7.427634520491897
26	10.901816740337846	8.123417260441972	5.655303467204852	9.604026905466762	2.906587726114541
27	5.009083678953138	5.83499043569945	5.916497281632915	1.8818441626104128	19.76560223474738
28	4.793082085772407	10.749088882035348	6.529701339725748	9.391465312806208	6.225349288684202
29	5.205032021507896	10.207366923538506	2.5068613291041806	11.708084010220164	9.543152909909523
30	8.640752292835211	14.881865832878848	6.585484047789978	7.529578693412564	0.42129692541858654
31	0.475952223754838	1.8140573409452587	5.013990614738856	21.399127108681558	3.197652602322707
32	2.8015471309622413	11.449315218753513	3.83998704130294	15.15527489586005	0.19962307630504134
33	3.8531598053155864	11.451090289180907	9.736821272225665	10.153401691179091	3.9916792095338445
34	4.872972620627777	4.453435517909319	5.761940149346203	12.550190025390489	11.362988016592416
35	3.652324987894597	2.0765610488801904	1.5667853971290782	13.974209299960627	12.301101906588853
36	0.060620854982144874	11.248683878993743	6.750231449992011	3.242239215329769	10.856881125496852
37	6.384596609894016	8.994507628878273	5.625506636932987	7.195860830127057	1.9764831155202738
38	13.522371584699878	5.77412070971821	11.028772418681578	0.8539116530492179	2.193538473855779
39	0.4207598023790717	8.954438488327144	3.896751466560235	13.78240050818502	6.532234487906352
40	4.755107086499975	7.8428315777198	8.46989041298261	5.725948450998444	4.978790846702
41	10.689685967575958	2.9320602900457486	7.264697188066462	0.24959785366232828	10.078422305566667
42	5.183427876742307	7.6612034197168155	7.776703097036025	5.4612553550132095	7.850279856280264
43	17.50587305208106	7.002407916011484	7.368400885371629	3.0507023305431784	0.06782061875839021
44	17.98439029664846	0.051347691848494886	10.157802001867346	7.192263988788722	0.23617913370241328
45	9.712620007234532	8.582098163326048	0.8095235331128772	9.179064974557598	9.577250651712369
46	8.424548583833523	4.914956715969157	10.863256095108635	9.85378278435569	3.4309721810834612
47	5.011079329265261	10.715341022869303	12.673389038161934	1.5704684798697042	8.845805298369326
48	11.223112093822857	10.366774257241536	10.76949634773702	1.410366023860415	5.099007373092255
49	4.799418718927342	16.390212083606414	0.6905373643092199	8.987967814096317	6.678165551185405
