id	Fu	Ag	Ex	Re	Vi
0	1.7542482171296392	2.9112403299796776	0.23005173787635222	2.1962243031813697	2.302965287741296
1	3.767823934188257	0.34723117684121	0.5847317653860231	1.656596554921323	3.3345879288984515
2	1.8040221698772574	3.1308599780405135	1.4120367832681846	1.2382819512375935	0.5792423089090917
3	0.16492742578140998	3.832757953973017	4.9225866229705915	0.5504196299749999	0.36576354838667763
4	2.3953142190525543	1.1316334944221962	2.6502943835530903	2.0016094078539326	0.8270403839162138
5	1.7183739243091494	3.3651679464113906	0.7549002964116888	0.37501597710720286	3.254175509495737
6	3.219747529366877	2.9544203749843314	0.021366529935600516	1.7956178139891943	1.3312825690906214
7	0.24016389703182017	3.695885390234586	0.3951291351955887	0.7197297420480212	3.066065658597008
8	2.4819258431115876	1.0454071329834844	3.4121767192722636	1.231417692736862	0.4568627928009575
9	2.0643617179100464	1.2280442924063228	1.0314303361189228	2.1995639236171542	1.8643460034060377
10	1.9961127436647215	2.81699444408904	0.20929741641754096	1.819536158499763	1.2263581304319946
11	2.5911925097336095	2.4243026597810995	1.2589192647366407	1.99358260338326	1.635762181159608
12	2.1382776147997724	1.9369643104247276	1.6572189304366718	1.7407989406034676	0.5165766610597662
13	0.14985036834440751	1.4160240563146527	2.9418635551210572	1.5124535160137893	2.6747278973874877
14	0.8121845225925154	0.7511245745757822	2.9311012252164357	0.8954264766216483	2.5441928325428913
15	4.168114432210289	0.935356310497491	1.0487219283908975	3.4679799847363846	0.315310629822128
16	1.6460437455728028	1.8718969380770412	1.9500048840146458	1.204841714024634	1.4880289427656856
17	2.7094048984442356	0.5181654926383034	2.6887882955317433	1.037875191741006	2.6946019771894467
18	0.7492875727244721	2.625260861798045	2.0556103276981923	1.763395120317348	2.5276224078078675
19	0.6210398745188515	2.0539344282286316	0.020029633874817536	2.0468811407970597	2.7610184826512287
20	1.9745154518543753	2.4963138870048276	0.20071031447597773	0.4968349649457403	2.4270822063607618
21	2.064070767462331	0.8639445447103958	1.878278323067312	1.9464380954133829	2.1377177724649905
22	0.5864263420046851	1.732858636889299	1.7381485470401776	2.102242871652894	1.3817011735988947
23	0.4140401792205791	2.5860412115002034	2.5345554293134565	1.524218028309258	1.2487298565116534
24	0.8426832841705957	2.3754178400403303	2.4678126118987387	0.09988537020768229	1.8077137514186337
25	1.9973978717020915	3.369024758098196	0.8467229212899315	1.6565005117779652	0.6649246207604623
26	1.559228287946222	1.8228841414743704	0.32319270645223896	0.851865675397531	3.463157598992702
27	1.3825486196945935	2.3143136751957103	1.6447323323129608	2.0987013914612094	0.472868962989898
28	1.0815244828567903	2.0305662941295974	2.3855310401956182	2.143319377803932	0.06130004044946153
29	1.637230233274023	0.5505539828981365	2.3592150494486055	2.18940594633321	0.9265421194325848
30	2.224299272404586	1.5605071839610973	2.427234914119627	1.8983414359733157	1.654299168695262
31	1.8946426083955274	1.8360675979221948	2.7426141263515844	0.8106385759087382	1.250467368024275
32	1.4111284708562566	0.7896875987735272	2.4265504957652855	2.383105975127097	1.6238305642940192
33	2.667440512555326	0.42773416340468146	2.5553652758952112	0.6628595392684882	3.3699829871121807
34	0.04219836465457792	2.396573101488631	0.8810306881520444	2.637497715747998	2.906255059441075
35	0.5749739357536029	2.557734515392934	2.94637898901225	0.0908598889983936	1.7692003453321055
36	2.7993652086307095	0.9849084286599088	2.1792055010617393	2.123006979642926	0.283898704202536
37	0.18627118940212628	4.408151810860893	0.30432968571958396	1.3689566002038063	2.423448858187004
38	2.086952816815387	1.7232830641772274	0.5832307533756791	2.0691264974224004	3.063727237208647
39	2.856375873053509	1.4932185709301609	0.36670014925525224	1.947340678473569	1.2623027622519114
40	4.151916127960282	2.0455577770799107	1.9884387198832998	0.2924429736131502	0.3852004209940829
41	0.14371257866496248	1.7729285724654775	2.742095294285494	3.065857373359931	1.6274214088853551
42	0.9333364013155261	2.4742068310283614	2.2024116291259594	0.7451388526015756	2.4241227747948884
43	1.8822957809614698	1.714926966815788	1.367855064448993	2.8606566372759157	0.6686412769878982
44	0.4806890627210429	1.4916932244712593	2.069457248721454	1.581011334986171	2.804938700647634
45	0.8462582610026754	1.1083010093124332	3.955676776076742	2.2188208711368813	0.0986045132567117
46	1.4409664858639588	2.014136266687159	2.1801008286242447	2.1400659267828486	0.7573032781617138
47	0.22624595241919312	3.413610609210321	0.908232808067914	2.658470877046662	0.43936683667372234
48	0.33088967411245196	2.946675435892609	3.1335435931107933	1.0251209563792967	0.937701173164765
49	1.5964838303709026	1.6589959301789716	1.2520520769000711	0.7469837568622667	2.3351745230259695
