id	Fu	Ag	Ex	Re	Vi
0	5.055624445578966	0.5310781977486767	6.63160266501832	3.9560793577918347	6.936007560233213
1	5.997327998884809	5.589021823142709	8.845102612670077	1.1624474429164076	5.642111080346854
2	6.069980497409541	5.573464115198301	5.063626969771248	4.551757421684025	1.2909053066163123
3	13.793653446284557	2.686904355187199	3.1650533222031534	5.060668831777698	1.1430957222829894
4	1.9527124549402728	3.1347889121811936	6.739321889017714	4.7204903545311305	9.07209627494236
5	2.2266726537020327	2.7085376708188145	8.324188069831726	9.04763965437951	6.780776389909953
6	8.602422368313379	2.5319260944261686	5.531603960056434	3.7669903752551135	4.142376111735105
7	7.515332463363305	2.3922804453223314	4.5843144723168985	2.7077874194456206	6.099719508685614
8	2.053945729602131	5.438309710805794	2.8890497487605042	7.158590757669802	5.354319363497151
9	3.7195774690012215	3.946592899904391	1.3795468089061098	11.30197314016988	5.381144139681099
10	5.217551814812431	6.3176942292841956	2.053518920424541	6.563061893880892	2.363044942108297
11	9.376693919423479	7.39927857935924	6.320508863550632	1.548925298603873	0.9123819593670197
12	13.891360685859286	0.31177503582312627	9.681887237900426	1.325857355477549	0.8417749934931118
13	6.80614103548911	8.603846723369042	4.825908044183392	3.3582440767058848	2.0484417092784195
14	8.879751321236196	7.075329482160399	2.8512263087316088	8.102337205580419	0.7485046367119401
15	3.1767749299487242	6.136395747298613	0.04623758191751084	11.353474020163327	8.433623575333113
16	6.832661336426624	5.565297521264061	7.679837368171308	5.22746120562214	3.5620340351776933
17	4.482504952282111	5.486560983647414	2.234349625721077	7.407562174908329	8.489658796472831
18	10.660788371675208	0.16964815470127453	2.7806001114585666	4.53314182940567	8.771366905345715
19	5.414170787288245	4.444664937781578	2.680926324668809	9.45243382343295	6.210858335211639
20	4.008910305960609	5.509074334320731	7.265870616929535	4.053042310300505	5.059920946042086
21	6.603784489176798	6.466166102358539	6.047480771455246	0.9932203506983344	6.661554504457097
22	2.790722669397476	3.7126187068376475	6.370096291334038	4.111424596255253	6.387270520584401
23	7.847943234825872	3.9006383059355096	2.7114831042663505	6.5366097121793265	4.736173601312545
24	4.924982471411922	16.642472291514157	2.906833749403655	1.8308666917463474	1.02254010008597
25	5.499546712226784	2.126011719938933	6.88394076056962	6.393901981903987	6.609480612689932
26	3.033908733278061	1.8180384350056644	4.2284365691856935	8.114903429201464	5.727496052890613
27	4.038030006575479	5.662729348513364	6.825231839578395	5.539325886842775	2.687357232804225
28	3.955761171534992	6.917340167761844	8.284710941142016	0.05475310319235022	7.635826914874496
29	3.8782017081845095	4.907067759942664	10.148113384536694	0.5205358986043329	3.480808702888683
30	7.305552053307457	6.410036844455174	2.960493042312231	3.4144383907363505	3.156762003691251
31	1.1437198240738533	13.66421883023065	2.1722019886694297	4.171578516726472	6.786524336188596
32	4.963686725792176	5.629712850738173	6.017012616459489	3.7156906746328464	5.408689479403917
33	0.9429040121370178	4.565940432646336	6.597499290502876	10.548544664938548	4.028880492447908
34	1.2664173159396497	7.202197414674314	4.505234283737497	5.586296880746534	7.435719848286982
35	5.6144788776104315	2.5118680493482506	0.24572990541474077	11.510095154467768	9.147430595551878
36	7.181877185661306	0.11683035397602624	6.848685329125111	5.443868557506284	9.922424356474524
37	2.9166830048872527	3.250035985273399	1.1237012069858237	8.799873025247555	7.83168131153723
38	7.766452923322475	5.838625140230446	6.686164481007208	9.538390974132868	0.11501223886033879
39	2.6591953172039235	0.5454060229429792	6.076245753237874	10.507387136887242	6.0908002493309406
40	4.4881515768412585	4.022925330372197	3.8410612157647352	6.248061549411002	5.701862607855429
41	11.060238560984613	0.8728155412922345	14.341148809685928	1.040777808311756	2.631110280748647
42	7.151437935659419	3.9914471376941973	10.593968991919295	3.4294802634171297	0.16595640966049693
43	2.7881263471315267	7.059005766632511	4.662880078762838	7.409453673520169	4.1253594307350605
44	6.988948963527912	1.2617125177587558	4.74348478781389	6.084382151539295	5.025524703370173
45	10.45554496510622	4.933353985418548	7.59512816154471	0.6567585670518971	5.851164485670733
46	3.83560068285944	10.544499723392612	6.517819803239887	6.2587296152423635	2.7017891257990216
47	7.029991563712499	2.2776918258835535	6.740174534547638	3.0195977250861725	4.367418264539214
48	1.0232861535030175	2.4411444434711593	7.6421710501233795	6.301392296003498	7.31690942471009
49	1.6162107775848316	4.327685576466722	7.163310518987005	7.856760739801878	4.408633830592029
